Customer_ID,Age,Gender,City,Monthly_Income,Balance,Credit_Score,Account_Type,Loan_Amount,Loan_Status,Transaction_Count,Transaction_Value,Customer_Since,Quality_Score,Churn_Risk,Fraud_Flag
106482,52,Female,Vizag,85407,671598,792,Savings,1806194,Active,41,151522,2021-10-14,10,Low,No
106483,50,Male,Vizag,100404,398833,837,Current,2023884,Active,32,42504,2023-05-19,10,Low,No
106484,65,Female,Mumbai,249451,1962463,781,Current,3248920,Closed,100,246236,2016-02-23,10,Low,No
106485,52,Male,Bangalore,193066,534455,731,Current,4673073,"No Loan",48,198509,2018-04-04,10,Medium,No
106486,36,Female,Hyderabad,145134,1123472,699,Savings,2648814,Closed,75,213363,2024-04-03,10,Medium,No
106487,41,Male,Chennai,57277,457166,821,Savings,678794,Closed,34,115319,2024-10-17,10,Low,No
106488,37,Male,Vizag,34335,123931,730,Savings,855709,Active,19,34020,2023-07-11,7.96,Medium,No
106493,47,Female,Hyderabad,104335,409624,811,Current,1917789,Closed,34,90675,2015-08-21,10,Low,No
106494,22,Male,Hyderabad,125473,458544,505,Savings,2830997,Closed,37,97844,2015-10-02,10,High,No
106495,18,Male,Mumbai,224176,1140196,564,Savings,1673881,Active,100,357305,2015-12-11,10,High,No
106496,66,Female,Chennai,44485,94707,752,Current,759473,Closed,12,21091,2017-06-03,6.65,Low,No
106497,18,Female,Mumbai,217777,946627,525,Savings,2219338,"No Loan",79,193538,2015-04-23,10,High,No
106498,35,Male,Bangalore,132842,430201,828,Savings,1361462,Closed,34,149015,2024-01-17,10,Low,No
106499,48,Male,Chennai,90042,196854,777,Savings,1326664,"No Loan",24,89442,2020-08-23,10,Low,No
106500,54,Male,Mumbai,49431,114851,664,Current,917410,Active,20,13901,2017-09-26,7.41,Medium,No
106501,25,Female,Hyderabad,48659,136074,667,Current,1214865,Active,19,53611,2020-01-13,8.24,Medium,No
106502,54,Female,Mumbai,88337,427414,795,Savings,1280128,Closed,30,63304,2015-08-25,10,Low,No
106503,55,Male,Bangalore,72880,370971,796,Savings,371220,"No Loan",45,137793,2021-11-24,10,Low,No
106504,52,Female,Hyderabad,166789,482492,652,Savings,1637856,"No Loan",45,64607,2017-06-01,10,Medium,No
106505,62,Female,Bangalore,107741,462976,627,Current,1687096,"No Loan",27,81476,2018-05-10,10,Medium,No
106506,53,Male,Hyderabad,147280,560403,764,Savings,3056644,"No Loan",39,120376,2016-11-09,10,Low,No
106507,32,Male,Chennai,163524,1290955,810,Savings,1004676,"No Loan",83,223319,2015-11-20,10,Low,No
106508,31,Female,Vizag,58515,349840,784,Savings,840810,Active,37,136209,2017-05-25,10,Low,No
106509,25,Female,Hyderabad,47026,123703,825,Savings,757879,Active,14,49675,2024-09-27,8.12,Low,No
106510,28,Male,Bangalore,133974,324635,678,Savings,1674782,Active,29,117371,2017-08-18,10,Medium,No
106511,28,Male,Vizag,84076,531593,762,Savings,1183223,"No Loan",26,27125,2020-07-07,10,Low,No
106512,33,Female,Hyderabad,65427,487711,805,Current,443537,Active,43,73810,2017-10-30,10,Low,No
106513,24,Male,Hyderabad,119407,699373,616,Current,2162386,Closed,72,93411,2022-05-12,10,Medium,No
106514,22,Male,Hyderabad,33172,226476,644,Savings,753571,"No Loan",28,79418,2023-01-31,10,Medium,No
106515,30,Female,Chennai,89609,347567,827,Savings,1809520,"No Loan",48,97379,2018-01-20,10,Low,No
106516,40,Male,Vizag,118675,277888,813,Current,597083,Active,31,45340,2016-03-02,10,Low,No
106517,60,Male,Hyderabad,173109,484965,718,Savings,3186764,"No Loan",53,69466,2023-09-19,10,Medium,No
106518,53,Female,Mumbai,49417,229851,657,Savings,1030994,Active,34,74087,2021-12-31,10,Medium,No
106519,27,Female,Bangalore,93922,417773,836,Savings,925028,Active,33,146511,2023-05-26,10,Low,No
106520,50,Female,Hyderabad,47211,235045,758,Savings,512303,Closed,26,49766,2016-09-23,10,Low,No
106521,39,Male,Chennai,111015,634076,790,Savings,1266466,Active,30,60601,2017-01-25,10,Low,No
106522,64,Female,Hyderabad,120454,901047,557,Savings,1568043,Closed,46,60151,2024-08-31,10,High,No
106523,49,Male,Hyderabad,110519,572794,784,Savings,583902,"No Loan",50,232188,2024-05-19,10,Low,No
106525,27,Female,Bangalore,99215,271798,770,Savings,1980002,Active,33,66960,2017-07-30,10,Low,No
106526,32,Female,Vizag,28155,200398,815,Savings,334987,Closed,34,32607,2018-01-15,10,Low,No
106527,50,Female,Hyderabad,178836,656203,819,Current,1607533,Closed,50,139470,2022-01-31,10,Low,No
106528,47,Male,Hyderabad,94137,376002,824,Current,1851339,Closed,38,126236,2021-05-05,10,Low,No
106529,69,Female,Mumbai,175063,947106,655,Current,2450009,"No Loan",39,105616,2023-08-02,10,Medium,No
106530,20,Female,Chennai,115501,816761,540,Current,2783844,"No Loan",57,284633,2016-08-22,10,High,No
106531,48,Male,Mumbai,122373,642995,849,Savings,1932339,Closed,43,29163,2018-11-21,10,Low,No
106532,66,Male,Hyderabad,134669,643048,740,Current,817314,Closed,39,150144,2017-12-01,10,Medium,No
106533,18,Female,Chennai,66366,457098,544,Savings,1211697,Closed,56,69814,2015-08-04,10,High,No
106534,22,Male,Hyderabad,61591,317042,677,Savings,1538077,Active,24,30286,2015-01-31,10,Medium,No
106535,66,Male,Mumbai,247059,529741,751,Current,3867804,Active,36,74101,2021-09-26,10,Low,No
106536,24,Male,Hyderabad,159139,425737,506,Current,1968433,Active,40,53762,2019-12-30,10,High,No
106537,36,Male,Mumbai,230605,1098848,730,Savings,4738899,Closed,34,124395,2024-08-18,10,Medium,No
106538,63,Male,Mumbai,92937,406394,562,Savings,795760,Closed,17,26155,2015-12-13,10,High,No
106539,31,Female,Bangalore,83905,419700,704,Savings,1115512,Closed,13,10858,2017-10-18,10,Medium,No
106540,64,Female,Bangalore,50907,361430,712,Savings,1224193,Active,28,87926,2021-10-25,10,Medium,No
106541,39,Female,Chennai,156773,508877,798,Current,3694535,Closed,30,135475,2015-12-14,10,Low,No
106542,20,Male,Mumbai,102149,510426,619,Savings,1057034,Active,43,139480,2019-04-25,10,Medium,No
106543,63,Male,Mumbai,53019,333443,765,Savings,542810,Active,32,99318,2019-07-26,10,Low,No
106545,61,Male,Hyderabad,121126,609843,663,Savings,2058054,Closed,48,186428,2020-12-15,10,Medium,No
106546,68,Male,Mumbai,72323,294231,766,Current,1797119,Closed,13,20973,2016-07-24,10,Low,No
106547,54,Female,Hyderabad,94408,338977,781,Current,480837,"No Loan",23,23753,2023-11-11,10,Low,No
106548,55,Female,Bangalore,134499,780754,669,Current,3146540,"No Loan",80,195050,2015-12-01,10,Medium,No
106549,30,Female,Bangalore,136937,303164,787,Current,3165760,Active,40,190277,2016-05-06,10,Low,No
106550,34,Female,Vizag,45661,198455,727,Savings,967137,Closed,27,120367,2020-01-06,10,Medium,No
106551,52,Male,Bangalore,185883,1433810,659,Savings,2647165,"No Loan",65,115448,2015-05-31,10,Medium,No
106552,59,Female,Bangalore,177234,414400,768,Current,3711333,"No Loan",41,154054,2023-06-29,10,Low,No
106553,30,Female,Bangalore,132944,745654,661,Current,1507456,Closed,51,64337,2018-11-15,10,Medium,No
106554,49,Male,Mumbai,135084,393036,678,Current,961760,Active,25,50002,2016-02-07,10,Medium,No
106555,40,Male,Hyderabad,153234,816230,674,Savings,3347866,"No Loan",92,236771,2024-11-26,10,Medium,No
106556,55,Female,Hyderabad,178960,863754,815,Current,3887798,Active,98,166566,2018-09-01,10,Low,No
106557,29,Female,Vizag,114356,451546,727,Savings,2498861,Active,25,82953,2018-04-16,10,Medium,No
106558,41,Female,Chennai,111775,670941,717,Current,1228150,Active,44,206986,2015-06-23,10,Medium,No
106559,54,Male,Mumbai,82386,187256,673,Savings,930153,Closed,36,153903,2015-05-06,10,Medium,No
106560,32,Female,Chennai,140084,499982,671,Savings,1129806,Closed,34,84917,2015-10-29,10,Medium,No
106561,38,Male,Hyderabad,132381,781608,836,Savings,1442597,"No Loan",66,141354,2021-03-31,10,Low,No
106562,35,Female,Mumbai,177956,572247,789,Savings,4413726,Active,57,133758,2022-12-09,10,Low,No
106563,69,Male,Vizag,80661,456604,610,Savings,1391675,Closed,34,91157,2017-04-24,10,Medium,No
106564,34,Male,Hyderabad,177525,1337923,664,Savings,3125179,Active,89,258854,2016-03-16,10,Medium,No
106565,67,Female,Bangalore,173025,579649,747,Current,2971929,Active,39,45408,2016-10-19,10,Medium,No
106566,32,Female,Vizag,116600,809567,831,Current,935365,"No Loan",39,45341,2019-10-23,10,Low,No
106567,44,Male,Hyderabad,118467,254267,737,Current,2246647,Closed,19,45572,2017-03-13,10,Medium,No
106568,37,Male,Vizag,33593,162278,792,Savings,769538,Active,27,22360,2015-01-19,9.94,Low,No
106569,68,Female,Mumbai,194309,468807,785,Current,2861403,Active,45,209325,2020-01-16,10,Low,No
106570,43,Female,Hyderabad,126715,574088,794,Savings,1914526,Active,53,34585,2016-03-22,10,Low,No
106571,23,Male,Mumbai,249972,789590,608,Current,4909635,"No Loan",36,52053,2015-01-30,10,Medium,No
106572,52,Female,Mumbai,195165,1009588,777,Current,3524843,Closed,87,341128,2024-09-28,10,Low,No
106573,63,Male,Hyderabad,156854,726139,670,Savings,3879992,Closed,56,231023,2022-03-01,10,Medium,No
106574,31,Female,Hyderabad,151299,1044313,746,Current,1977496,Active,69,289436,2024-01-11,10,Medium,No
106575,21,Female,Bangalore,116128,709808,539,Current,2250821,Closed,62,158577,2015-08-30,10,High,No
106576,35,Male,Mumbai,125652,891004,755,Current,2178742,"No Loan",44,140828,2023-07-25,10,Low,No
106577,19,Male,Mumbai,141832,388997,570,Savings,1785210,Closed,46,51297,2023-11-02,10,High,No
106578,47,Male,Mumbai,184222,609848,793,Savings,3170820,"No Loan",48,153272,2019-04-28,10,Low,No
106579,35,Female,Hyderabad,42140,319227,752,Savings,956514,"No Loan",29,82438,2024-05-24,10,Low,No
106580,31,Female,Mumbai,43853,124240,738,Savings,353730,Active,19,38939,2024-11-10,8,Medium,No
106581,34,Male,Bangalore,190734,1199036,657,Current,1707313,Active,99,303113,2020-08-23,10,Medium,No
106582,56,Male,Chennai,93345,339882,556,Savings,1580618,Active,29,22513,2024-06-11,10,High,No
106583,48,Male,Hyderabad,57646,165073,655,Savings,1342722,Active,18,39918,2022-03-15,9.33,Medium,No
106584,43,Male,Vizag,67836,537823,770,Savings,1538250,Closed,38,27869,2019-10-18,10,Low,No
106585,37,Female,Bangalore,120231,927178,665,Current,1518579,Closed,91,164478,2022-03-26,10,Medium,No
106586,54,Female,Bangalore,156504,1041903,675,Savings,3699032,"No Loan",51,231327,2017-11-27,10,Medium,No
106587,19,Male,Mumbai,85662,219059,541,Savings,1708031,Active,20,28926,2021-09-05,10,High,No
106588,21,Female,Mumbai,110930,446818,592,Savings,1915801,"No Loan",42,175322,2016-07-31,10,High,No
106589,60,Female,Hyderabad,111648,473507,638,Current,2049206,Closed,47,61735,2021-07-28,10,Medium,No
106590,39,Female,Chennai,151901,646085,807,Savings,3622524,Closed,26,115610,2015-04-02,10,Low,No
106591,28,Female,Hyderabad,130561,1000875,696,Savings,1797702,Active,58,185324,2015-08-21,10,Medium,No
106592,42,Male,Bangalore,75242,565669,790,Savings,409465,Active,40,86227,2022-03-28,10,Low,No
106593,53,Male,Hyderabad,175199,1275095,669,Savings,2749127,Active,100,152520,2016-12-17,10,Medium,No
106594,55,Male,Chennai,63050,476456,842,Savings,1174684,Closed,67,108813,2017-04-23,10,Low,No
106595,56,Male,Bangalore,49266,279581,732,Savings,562066,Closed,38,83242,2015-07-29,10,Medium,No
106596,58,Female,Bangalore,183574,401375,784,Current,2559011,"No Loan",25,50861,2019-01-05,10,Low,No
106597,62,Male,Mumbai,248495,512207,784,Current,5747975,"No Loan",38,183084,2024-08-30,10,Low,No
106598,37,Female,Vizag,99899,425918,653,Savings,1757377,Active,36,93020,2023-08-22,10,Medium,No
106599,58,Female,Vizag,23421,155550,733,Savings,440360,Active,10,34067,2018-02-12,8.97,Medium,No
106600,50,Male,Chennai,74882,462991,718,Savings,1608644,"No Loan",29,121295,2019-07-08,10,Medium,No
106601,35,Female,Bangalore,61850,377665,796,Current,706381,Active,26,88102,2024-07-20,10,Low,No
106602,20,Male,Vizag,75581,541754,536,Savings,1107989,"No Loan",39,29343,2016-11-16,10,High,No
106603,60,Female,Hyderabad,147460,331721,594,Savings,2365962,Closed,33,36070,2015-09-02,10,High,No
106604,41,Male,Hyderabad,73698,456852,799,Savings,610738,Closed,55,119378,2021-02-28,10,Low,No
106605,51,Female,Chennai,37042,143669,669,Savings,435106,Closed,16,24375,2017-11-21,8.46,Medium,No
106606,25,Female,Vizag,27078,148746,773,Savings,204122,"No Loan",30,104827,2018-01-16,9.43,Low,No
106607,20,Male,Mumbai,231927,1011171,667,Savings,1171932,Closed,40,180422,2017-05-16,10,Medium,No
106609,45,Female,Chennai,54130,272686,693,Savings,1095514,Active,32,35564,2022-02-28,10,Medium,No
106610,18,Male,Vizag,113082,414036,593,Current,2614137,Closed,19,42424,2021-09-17,10,High,No
106611,28,Male,Chennai,87682,295667,809,Savings,538662,"No Loan",22,95849,2024-08-12,10,Low,No
106612,67,Male,Bangalore,193114,528452,726,Savings,2428202,Active,59,121057,2023-08-12,10,Medium,No
106613,56,Male,Mumbai,62921,403679,793,Savings,870793,Closed,42,163394,2021-11-16,10,Low,No
106614,18,Male,Hyderabad,168645,934843,658,Current,3778108,"No Loan",55,117001,2023-12-16,10,Medium,No
106615,33,Female,Bangalore,62098,343829,842,Savings,1456516,"No Loan",51,239136,2020-10-20,10,Low,No
106616,44,Female,Mumbai,146391,931164,794,Current,3535589,Active,55,266958,2017-01-25,10,Low,No
106617,48,Female,Bangalore,157387,1173179,698,Savings,2769984,Active,73,92056,2021-02-06,10,Medium,No
106618,45,Female,Hyderabad,126237,322620,675,Current,1850672,"No Loan",34,60417,2023-08-07,10,Medium,No
106619,47,Male,Hyderabad,151879,705505,684,Current,3744683,Active,75,247112,2020-06-29,10,Medium,No
106620,56,Female,Bangalore,122699,248855,590,Savings,1756278,Active,25,22591,2023-03-21,10,High,No
106621,54,Female,Bangalore,62094,299388,845,Savings,1261053,Active,45,154196,2024-07-19,10,Low,No
106622,57,Male,Hyderabad,109067,482324,643,Current,2262240,"No Loan",38,147138,2021-01-15,10,Medium,No
106623,21,Female,Mumbai,156414,503605,666,Current,3331969,Closed,51,128053,2024-05-11,10,Medium,No
106624,65,Female,Bangalore,48642,348233,623,Savings,1072613,"No Loan",34,73289,2019-01-05,10,Medium,No
106625,51,Male,Bangalore,109676,787591,759,Current,1801112,Active,28,138627,2015-05-06,10,Low,No
106627,48,Male,Vizag,103645,665860,759,Savings,755392,Active,70,75544,2023-11-21,10,Low,No
106628,49,Male,Hyderabad,138036,719279,745,Savings,2727271,"No Loan",58,226022,2021-05-05,10,Medium,No
106629,47,Female,Bangalore,66449,194946,752,Savings,1076593,Active,22,23663,2020-03-25,10,Low,No
106630,24,Female,Vizag,36020,147478,669,Savings,672718,Closed,24,93349,2018-07-31,8.85,Medium,No
106631,40,Female,Bangalore,191215,682366,787,Current,2616920,Closed,39,87422,2016-06-11,10,Low,No
106632,59,Male,Hyderabad,100809,549328,640,Current,1536415,Active,51,93813,2018-01-01,10,Medium,No
106633,52,Male,Bangalore,72559,350459,776,Savings,1465207,Closed,30,64284,2021-11-08,10,Low,No
106634,50,Female,Mumbai,139582,815537,772,Savings,2701733,Closed,74,279746,2018-12-27,10,Low,No
106635,46,Male,Hyderabad,53247,416076,678,Savings,549966,"No Loan",40,91139,2018-11-04,10,Medium,No
106636,18,Female,Vizag,69678,289389,511,Savings,1446827,Active,30,138535,2015-10-11,10,High,No
106637,38,Male,Hyderabad,67097,392212,746,Savings,1455014,Closed,38,146303,2023-03-06,10,Medium,No
106638,65,Male,Bangalore,61264,393776,642,Savings,1349741,Active,35,93065,2017-07-15,10,Medium,No
106639,56,Male,Bangalore,84138,379269,727,Savings,1362798,"No Loan",35,25483,2015-09-08,10,Medium,No
106640,46,Female,Mumbai,58863,158109,693,Current,1294453,Closed,16,63633,2023-02-25,9.11,Medium,No
106641,64,Female,Vizag,54974,259578,783,Savings,1233906,Closed,30,119383,2021-07-13,10,Low,No
106643,28,Male,Bangalore,173378,1242008,694,Current,1851235,"No Loan",51,217040,2024-05-13,10,Medium,No
106644,69,Female,Mumbai,154867,1156851,552,Savings,2764166,Active,83,197978,2018-01-03,10,High,No
106645,55,Male,Bangalore,127953,483371,823,Savings,2916915,Active,49,146175,2022-03-21,10,Low,No
106646,53,Female,Mumbai,144584,670616,693,Savings,2782648,Active,69,48335,2019-02-13,10,Medium,No
106647,56,Female,Vizag,71218,243332,602,Savings,1552986,Active,43,45683,2017-12-08,10,Medium,No
106648,66,Male,Vizag,36735,108908,796,Savings,679419,"No Loan",24,76963,2020-03-30,7.73,Low,No
106649,61,Male,Hyderabad,96612,342344,750,Savings,1899696,"No Loan",31,47039,2019-03-10,10,Low,No
106650,45,Male,Chennai,135652,330907,809,Savings,1762825,"No Loan",35,74874,2017-03-02,10,Low,No
106651,19,Female,Chennai,155487,415419,654,Savings,1584209,Closed,46,59878,2016-08-06,10,Medium,No
106652,34,Male,Bangalore,194091,453978,671,Current,2009163,Active,35,151832,2019-09-29,10,Medium,No
106653,26,Female,Chennai,153742,672665,704,Current,2650352,Closed,24,115023,2016-04-25,10,Medium,No
106654,33,Female,Mumbai,211698,1211406,770,Current,3698790,"No Loan",44,199161,2020-10-12,10,Low,No
106655,68,Female,Hyderabad,128869,946612,569,Current,2566621,Active,61,51357,2022-10-19,10,High,No
106656,42,Female,Bangalore,70173,254809,802,Savings,1228706,Closed,38,188809,2015-01-29,10,Low,No
106657,19,Female,Vizag,63887,281711,519,Savings,559131,Closed,22,70195,2021-07-12,10,High,No
106658,22,Male,Bangalore,123282,492022,534,Savings,2048308,"No Loan",29,16774,2021-08-07,10,High,No
106659,43,Male,Mumbai,169396,1176527,730,Current,2859575,Closed,100,117300,2020-12-09,10,Medium,No
106660,33,Female,Hyderabad,114041,521787,715,Savings,1033432,"No Loan",40,114474,2015-06-16,10,Medium,No
106661,36,Female,Mumbai,201380,1324350,751,Savings,3391682,Active,92,409979,2018-11-13,10,Low,No
106662,63,Female,Bangalore,136467,1082628,658,Current,2579021,"No Loan",62,94214,2015-11-23,10,Medium,No
106663,61,Male,Hyderabad,42143,260615,718,Savings,491035,Active,26,68733,2018-09-10,10,Medium,No
106664,50,Female,Vizag,86881,198749,840,Savings,648320,Active,29,112621,2022-08-20,10,Low,No
106665,18,Female,Hyderabad,132741,732984,598,Current,3164822,Active,58,171764,2016-04-03,10,High,No
106666,47,Male,Mumbai,185512,510665,849,Current,1145935,Active,25,57283,2018-05-25,10,Low,No
106667,55,Male,Bangalore,130416,882382,733,Current,2433638,"No Loan",65,107979,2015-09-09,10,Medium,No
106668,31,Female,Mumbai,164092,899251,789,Savings,2803702,Closed,31,95228,2020-08-02,10,Low,No
106669,61,Male,Chennai,136109,427912,551,Savings,2094558,Active,30,30623,2016-08-07,10,High,No
106670,68,Male,Mumbai,53923,251658,785,Savings,950332,Closed,22,61873,2016-09-07,10,Low,No
106671,26,Female,Vizag,119749,745314,806,Savings,2556982,Closed,31,127990,2015-06-09,10,Low,No
106672,45,Male,Mumbai,126859,970886,850,Savings,1205792,Active,90,296651,2022-03-17,10,Low,No
106673,59,Female,Hyderabad,116036,608347,597,Current,1789178,Active,54,253494,2019-04-17,10,High,No
106674,53,Male,Bangalore,129233,778241,804,Current,1814498,"No Loan",94,269515,2015-07-13,10,Low,No
106675,48,Male,Hyderabad,80784,454800,795,Savings,628591,"No Loan",50,125311,2016-01-08,10,Low,No
106676,19,Male,Bangalore,123122,366892,556,Current,2889084,Active,33,143944,2021-09-29,10,High,No
106677,41,Male,Hyderabad,122573,803878,693,Savings,2707464,Closed,60,198712,2024-01-13,10,Medium,No
106678,34,Female,Hyderabad,149611,824878,654,Current,1784305,Closed,47,75677,2018-11-27,10,Medium,No
106679,67,Female,Bangalore,158430,717214,630,Current,2346400,Closed,60,268680,2022-12-27,10,Medium,No
106680,67,Male,Mumbai,134379,957098,742,Savings,2781963,"No Loan",35,36314,2022-10-28,10,Medium,No
106681,41,Male,Bangalore,145038,685275,775,Current,1570042,Active,74,360729,2024-09-10,10,Low,No
106682,58,Male,Vizag,88706,286024,681,Current,570453,Active,26,58190,2015-05-07,10,Medium,No
106683,65,Male,Bangalore,66206,415874,658,Savings,703861,Active,21,97167,2020-09-07,10,Medium,No
106684,28,Male,Hyderabad,45057,110500,705,Current,649696,Closed,12,50256,2021-12-19,7.13,Medium,No
106685,34,Male,Chennai,154059,522368,653,Current,2665178,"No Loan",35,143876,2015-04-22,10,Medium,No
106686,65,Male,Bangalore,117025,382843,654,Savings,729769,Active,39,132671,2018-09-05,10,Medium,No
106687,46,Female,Chennai,41386,217211,804,Savings,1019856,Closed,31,45034,2017-02-21,10,Low,No
106689,66,Male,Hyderabad,178449,1097790,755,Current,1923200,Closed,100,310544,2017-07-29,10,Low,No
106690,59,Female,Hyderabad,104445,729047,614,Savings,909278,Active,45,188886,2015-06-19,10,Medium,No
106691,19,Female,Hyderabad,161279,768746,659,Savings,3002294,"No Loan",78,357071,2015-01-08,10,Medium,No
106692,51,Female,Hyderabad,148936,601260,849,Current,2427186,Closed,41,169291,2017-12-03,10,Low,No
106693,20,Female,Mumbai,180341,1196064,686,Savings,2132948,"No Loan",79,233158,2017-03-28,10,Medium,No
106694,57,Male,Bangalore,185885,1331510,663,Current,3386915,Active,100,69994,2022-09-19,10,Medium,No
106695,31,Female,Vizag,110144,789611,790,Savings,2165138,Active,74,92788,2023-07-04,10,Low,No
106696,46,Male,Hyderabad,138833,1067724,743,Current,2840109,Closed,38,83750,2021-03-29,10,Medium,No
106697,55,Male,Vizag,59901,222787,774,Current,473369,Active,29,105291,2019-01-17,10,Low,No
106698,39,Female,Hyderabad,72150,218923,850,Savings,1223247,Closed,27,30817,2015-12-30,10,Low,No
106699,30,Female,Bangalore,119507,363675,746,Current,1315415,Active,25,60460,2021-12-20,10,Medium,No
106700,55,Male,Chennai,169138,638870,770,Savings,2315826,Active,31,136301,2019-06-20,10,Low,No
106701,64,Male,Chennai,104158,683843,687,Savings,2163064,Active,32,35528,2016-06-24,10,Medium,No
106702,49,Female,Vizag,88773,197691,683,Savings,1366144,Closed,17,66828,2017-10-28,10,Medium,No
106703,24,Female,Vizag,48351,287369,583,Savings,938990,Active,19,46299,2021-10-22,10,High,No
106704,57,Male,Hyderabad,98201,769675,691,Savings,1602115,"No Loan",39,157602,2020-04-23,10,Medium,No
106705,52,Female,Vizag,25744,199322,788,Savings,279884,"No Loan",28,47756,2019-11-22,10,Low,No
106706,41,Male,Chennai,80984,187560,815,Savings,1288081,"No Loan",30,69517,2024-07-12,10,Low,No
106707,31,Male,Chennai,79510,477911,734,Savings,1130822,Active,56,170833,2024-01-24,10,Medium,No
106708,53,Male,Hyderabad,74968,278890,731,Savings,1728059,"No Loan",19,40501,2024-01-01,10,Medium,No
106709,19,Male,Bangalore,183597,486786,565,Savings,3579120,Active,35,171208,2017-10-08,10,High,No
106710,46,Female,Hyderabad,86052,361359,692,Savings,1826569,Closed,40,152329,2024-07-14,10,Medium,No
106711,19,Female,Chennai,35493,213472,657,Savings,843736,Closed,35,37032,2017-08-28,10,Medium,No
106712,41,Male,Bangalore,167820,569230,655,Savings,1616856,Active,37,23458,2017-05-04,10,Medium,No
106713,20,Female,Hyderabad,60998,447721,612,Savings,968699,Active,45,128269,2020-03-12,10,Medium,No
106714,26,Male,Hyderabad,174373,1295628,840,Savings,3615045,Closed,100,411667,2022-09-06,10,Low,No
106715,40,Female,Mumbai,172272,1229420,737,Current,1576464,Closed,49,164262,2024-07-24,10,Medium,No
106716,40,Male,Vizag,75004,519003,759,Savings,1582499,Active,28,14256,2020-02-07,10,Low,No
106717,50,Female,Mumbai,48570,213479,695,Savings,354986,Closed,14,64150,2024-06-29,10,Medium,No
106718,43,Male,Chennai,125096,768671,681,Savings,2979429,"No Loan",43,30733,2016-06-01,10,Medium,No
106719,43,Female,Mumbai,239303,664418,780,Savings,4854910,Closed,57,97517,2022-09-01,10,Low,No
106720,46,Female,Bangalore,168753,1061673,800,Current,1438982,Active,43,53915,2020-02-19,10,Low,No
106721,39,Male,Bangalore,116522,588330,651,Current,2148070,Active,41,181141,2016-04-18,10,Medium,No
106722,28,Female,Bangalore,88910,445794,847,Savings,1976830,Active,46,70209,2015-07-08,10,Low,No
106723,29,Male,Bangalore,77477,164558,812,Savings,759064,Active,31,38882,2020-09-06,10,Low,No
106724,20,Male,Mumbai,118540,344501,621,Current,1934361,Closed,27,99555,2020-01-07,10,Medium,No
106725,64,Male,Mumbai,137567,548559,734,Savings,1674330,"No Loan",49,157626,2022-04-09,10,Medium,No
106726,47,Female,Hyderabad,75712,496364,711,Savings,1406954,Closed,52,33895,2015-01-11,10,Medium,No
106727,33,Female,Hyderabad,33880,249705,706,Savings,301801,"No Loan",32,137615,2021-08-07,10,Medium,No
106728,23,Male,Hyderabad,132959,825962,554,Savings,2296808,Active,62,212379,2024-07-21,10,High,No
106729,38,Male,Vizag,23403,136379,719,Savings,172052,Active,23,33962,2019-06-18,8.54,Medium,No
106730,20,Female,Vizag,28148,131844,501,Savings,672993,"No Loan",18,14810,2018-04-30,7.48,High,No
106731,47,Female,Mumbai,61325,462292,839,Savings,525414,Closed,57,195182,2022-06-14,10,Low,No
106732,69,Male,Mumbai,68029,537231,679,Savings,1290509,Active,44,29451,2021-12-17,10,Medium,No
106734,63,Male,Hyderabad,51730,135828,659,Savings,755165,"No Loan",28,16503,2022-03-03,8.47,Medium,No
106735,43,Male,Bangalore,136357,521821,807,Current,1304193,Closed,40,26037,2019-07-22,10,Low,No
106736,52,Female,Vizag,95630,344111,766,Savings,2254939,Active,39,31794,2015-12-07,10,Low,No
106737,20,Female,Hyderabad,143905,1100531,658,Savings,2066761,"No Loan",70,236823,2015-03-13,10,Medium,No
106738,25,Female,Chennai,66472,474076,776,Current,1625769,Closed,39,93410,2024-11-28,10,Low,No
106740,25,Male,Vizag,33521,96025,828,Savings,555592,Active,19,28395,2024-11-02,7.17,Low,No
106741,47,Female,Hyderabad,111375,347716,816,Savings,1014003,Closed,21,54756,2021-12-20,10,Low,No
106742,44,Female,Bangalore,40468,264355,718,Savings,540723,Active,20,27780,2015-05-21,10,Medium,No
106743,61,Female,Bangalore,188507,1149571,607,Savings,1432769,Active,62,220857,2022-05-31,10,Medium,No
106744,23,Female,Hyderabad,42179,93367,614,Savings,698867,Closed,22,74916,2021-06-20,6.44,Medium,No
106745,61,Female,Vizag,49968,314563,778,Savings,1234976,Active,23,53923,2023-03-21,10,Low,No
106746,41,Male,Bangalore,131220,1049635,756,Savings,853703,Closed,91,53558,2015-09-14,10,Low,No
106747,56,Female,Hyderabad,148867,1135094,645,Savings,1451314,Active,100,341123,2024-11-27,10,Medium,No
106748,46,Male,Bangalore,66917,193640,767,Savings,1365364,Active,17,69797,2016-09-12,10,Low,No
106749,56,Male,Mumbai,225251,1313958,690,Current,1938822,Active,66,60277,2018-08-30,10,Medium,No
106750,43,Female,Mumbai,156732,537034,739,Current,1398786,Active,49,52582,2021-12-04,10,Medium,No
106751,69,Female,Hyderabad,48605,183793,728,Savings,557742,Closed,27,122051,2015-01-06,10,Medium,No
106752,34,Male,Vizag,67267,464150,672,Savings,1514569,"No Loan",45,113632,2018-08-15,10,Medium,No
106753,25,Male,Vizag,65227,359665,809,Savings,1546871,Active,42,55809,2019-01-25,10,Low,No
106754,48,Male,Vizag,57104,391121,831,Current,478758,"No Loan",37,69086,2023-07-30,10,Low,No
